FullName,Word Embedding,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint
morningstar farms roasted garlic and quinoa burger frozen,"[-0.15005223 -0.13360487  0.51039771 -0.49476783 -0.50387485  0.79787811
 -0.52358189  0.33399599 -1.5556204   0.30953113  0.35710944  0.10298609
 -0.83754661 -0.913013   -0.33391124  0.4830121  -0.32835087 -0.25265399
 -0.27156523  0.08703032  0.22718727  0.57946153  0.72800305 -0.11957897
 -0.40488178  0.07620981 -0.3910945   0.1587529  -0.79277722  0.00811414
 -0.05186677 -0.23430993  1.20445635  0.22563993 -0.74978157  0.42491082
 -0.38050168 -0.13946689 -0.0498423   0.09045847  0.47242084 -0.95293239
 -0.49757452  0.60828605  0.57086557  0.52597643 -1.24758002  0.15098858
  0.31946924  0.18029353 -0.18990499  0.07938561 -0.6482855  -0.39117462
  0.26517371  0.77015739  0.6402986  -0.29871025 -0.34673101  0.90023737
  0.11054783 -0.40639008  0.39457405  0.32593264 -1.51689952 -0.14978035
  0.4147754  -0.13213089 -0.16951726 -0.17762218  0.29497057  0.59412123
 -0.11694405 -0.37439813  0.42191594  0.71757067  0.08615232  0.28774981
  0.09709862  0.04107558  0.21582887  0.83433976  0.23583227  1.74588429
 -0.14090097  1.13549651 -0.34815968  1.20374479 -0.73866337 -0.52519154
  0.59388417 -0.36309526 -0.78460604  0.60980061 -0.66212443 -0.35261883
  0.18338704 -0.67784534 -0.05891667 -0.87186338]",223.0,10.7,12.1,17.8,2.1,10.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.1,66.0,0.0,2.0,40.0,0.0,101.0,0.0,0.4,garlic,0.674
morningstar farms spicy black bean burger frozen,"[-1.86224906e+00  4.41290589e-01  1.36310690e+00 -4.07049149e-01
 -3.84083579e-01  6.03305394e-01 -4.53171058e-01  3.02548873e-01
 -1.03444508e+00 -4.39561483e-02  5.33434470e-01  1.24984820e-02
 -1.00478638e+00 -1.07992349e+00 -8.95614210e-01 -1.17986758e-01
  3.59336434e-01 -4.48121259e-01 -2.45409307e-01 -6.08722550e-01
  5.27118885e-01 -1.45040867e-01  1.28251465e+00 -5.86096118e-01
  2.54188718e-01 -3.84672244e-02  7.91386824e-02  2.71570308e-01
 -3.96511714e-01 -1.06864092e-01  3.51939534e-01 -6.85316351e-01
  6.79923737e-01  2.77692772e-01 -1.33502587e+00  7.70324499e-01
 -2.04379657e-01  3.74487298e-02  1.14356653e-01 -1.40753057e-01
  8.73814939e-01 -5.89202327e-01 -5.19573402e-01  1.14275578e+00
  2.39140005e-01  1.93223066e-01 -7.08919833e-01  6.95920263e-01
  6.47025226e-01 -2.04740524e-01  7.58762349e-02 -1.68296371e-01
  7.63325638e-01 -9.33466900e-02  6.64462090e-01  5.45958046e-01
  2.80467672e-01 -3.16140017e-01 -6.69850436e-01  2.43524216e-01
  5.11123285e-01  1.60021088e-01  1.00896024e-01  3.11211539e-01
 -1.19964705e+00 -2.64022410e-01  1.55394857e-02  1.69668453e-03
 -5.54262967e-01 -2.75980184e-01  4.29932221e-01 -8.10398837e-02
  3.64689783e-01  9.64972383e-01  9.28686300e-01  2.71845177e-01
  2.50388989e-01  8.36755891e-01 -5.42007505e-01 -5.14357761e-01
  4.29391246e-01  4.08691561e-01 -3.85212413e-01  1.40874267e+00
 -3.79184910e-01  2.63201676e-01  4.51560001e-01  4.74611939e-01
 -9.98307498e-03  2.29426817e-01  2.19517992e-01 -3.02534471e-01
 -6.80696205e-01 -1.62217536e-01 -8.33611910e-01 -4.68288148e-01
  1.11997472e-01 -4.91807299e-01  9.44908119e-01 -1.56076601e-01]",190.0,14.6,6.1,19.1,1.8,6.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.1,91.0,0.0,2.0,33.0,0.0,98.0,0.0,0.6,green bean fresh,0.7324271134
morningstar farms veggie dog frozen,"[-0.95819517  0.09743945  1.14169726 -0.33902828 -0.6336504   0.50369209
  0.10050105  0.79671146  0.19219996 -0.66810526  0.24099736  0.87162116
 -0.73986205 -0.42410987  0.07194057  0.17888169  0.33011885  0.37689639
  0.24702262 -0.2385403  -0.01138937 -0.22762485  0.67129396 -0.45643015
 -0.12530248  0.12577023  0.96296201  0.18195645 -0.56101425 -0.3324508
  0.10436533 -0.20923124  0.7926223  -0.10870809 -0.45810728  0.71140779
 -0.34513342  0.12541668  0.20746372 -0.7460215  -0.04743778 -1.32409548
 -0.1392909   0.88512814  0.13649306  0.0751982  -0.81454219 -0.3362339
  0.28594251 -0.15913033 -0.01910572 -0.24870604  0.65152951 -0.16535967
  0.01616309 -0.30053063  0.88416011  0.13337362 -0.72729689  0.80737204
  0.37310266  0.34882373  0.12737775  0.75960702 -0.8088723  -0.87288804
 -0.33923099  0.49695264  0.21279095  0.11020485  0.13210817 -0.03389969
  0.49433046  0.42153239 -0.36115822 -0.13583285 -0.1486444   1.20190274
 -0.01533403 -0.5667406   0.10683716  0.19921932 -0.83476474  1.2634543
 -0.52860961  0.52349847  0.5577815   0.19692886  0.29512752  0.16871796
 -0.62653172  0.26230405 -0.03786622  0.49030097 -0.18177654  0.33105706
 -1.1025015   0.38569448  0.26471106  0.30798611]",126.0,17.4,1.3,11.2,4.4,2.3,0.0,0.5,0.0,0.0,0.0,0.0,25.7,1.4,0.0,19.0,0.0,1.2,2.0,0.0,52.0,0.0,1.0,trout frozen,4.375
mung beans mature seeds,"[ 0.94209052 -0.14851208  0.6607594  -0.44076774 -0.13024481 -0.66584295
 -0.9468089  -0.06190758 -1.83682563 -1.12809729  1.00283214  0.61311476
  0.11649393 -0.92262118  0.33037873  0.04217427 -1.06845215 -0.52932936
 -2.02469809  0.20485555  0.8870913   0.95258516  1.21848773  0.3348363
  0.98355256 -0.20812793 -0.93773083  1.3780458  -0.94632563 -0.56202698
 -0.469925    0.26791319  0.71977597  0.81518198 -0.61371512  0.69766434
 -0.14694708 -0.676741   -0.37790324  0.57331827  0.9921011  -1.55266435
 -1.82914264  0.69256213 -0.53881039  0.84941852 -0.70605275  0.5492624
 -0.31816594 -0.28265419 -1.64318508  0.51983548 -0.98180987  1.14117973
  0.59079806  0.2225978   0.63474372 -0.48547847 -0.83282939  0.5400085
  0.69720773  0.74095592  0.11009094  0.43370874 -1.00508699  0.56364743
  0.36164274  0.1035798  -1.60529343  0.39597399 -1.30389727 -0.25562846
 -0.46520682 -0.04803867  1.69969544 -0.08429183  1.48433298  0.5027722
 -1.20080148 -1.03489769 -0.1756303   0.19853185  0.84595986  0.49377382
  0.0110899  -0.27133728  0.1850063   1.35934512  0.73161168  0.2292245
 -0.20509898 -0.1645106  -1.92320563 -0.23390139  1.07328813  0.38500428
  1.07592583 -1.27008529  1.17844115 -2.10799175]",185.66666666666663,12.633333333333333,0.6366666666666666,33.63999999999999,3.533333333333333,10.5,2.6666666666666665,0.172,0.0,2.2666666666666666,0.27,314.3333333333333,1.135,0.1183333333333333,0.3163333333333333,62.0,0.4176666666666666,3.18,95.0,0.5436666666666666,188.3333333333333,4.4,1.4533333333333334,beans frozen,1.77
noodles chinese,"[-1.14311373 -0.66632412  2.19802058 -0.32470112 -0.03362163 -1.15256178
 -1.47146887 -1.0220136  -1.08909398  1.27741617 -1.10835913  1.19397089
 -0.46104211 -0.4588938   1.05501765  0.28162271 -0.60720666 -0.47657189
 -1.30944069 -0.96303585 -1.22365739  2.84439665  1.72077286  0.14812285
  0.72596739 -0.87296966 -0.97656986  2.03016478 -0.54212108 -0.24250075
  0.96151376  0.7435339   1.27128819 -1.47785841  0.13517277  1.08093745
 -1.86110882  1.57812324  0.36777923 -0.79039551  1.19300829 -1.97202021
 -0.0815049  -0.3345432  -1.07077786  1.51942116 -1.23950523  0.85838712
  1.87281719  0.04988371 -1.74390894  0.0718528   0.64280015 -3.01558256
  1.37306757  0.02650422 -0.68328585 -1.88490129 -0.6689239   0.05262882
  0.38025832  0.93671191  1.14340025  0.3733542  -0.49898539 -1.43706264
  0.63361648  3.24912608 -1.24506396 -0.95179728 -1.08151492 -3.3259894
 -1.93742013 -0.32118937 -0.32505661  0.34212284 -1.48688851  1.46936083
 -0.85576645 -0.34081602 -0.33878506 -0.39546973 -1.1765503   1.49170019
 -0.28395174  1.23031473  0.77646397  0.49256293  0.08691701  0.28443325
 -0.58995193 -0.43295836 -0.15051589 -0.9161264  -0.53516906  2.35174414
 -0.32896647 -0.477166    0.12634469  0.75831671]",351.0,0.16,0.06,86.09,0.0,0.5,0.0,0.05,0.0,0.0,0.13,2.0,0.2,0.0,0.15,25.0,0.081,2.17,3.0,0.1,32.0,7.9,0.41,pasta,1.241734167
sandwich spread meatless,"[-2.01372623  0.16088611 -0.64259868  0.12850219  0.1269055  -0.52019691
 -0.3371864   0.98307205  0.94663008 -0.26102211  0.32123255 -1.38006734
 -0.14608252 -0.84358829 -2.26801866 -0.23356811  1.4998953   1.32878585
 -0.65702239 -1.9701639   0.2611879  -2.23244933 -0.06251565 -1.48707763
  1.62228404  2.18410471  1.15904062 -1.00102128  0.9930215  -0.87868021
  0.22468858  0.41716181 -0.85159261  1.18873019 -0.05825425  0.65701697
  0.39115045  2.87478013  1.11108245 -1.36356706 -0.43753725 -0.05231661
  1.42510217 -0.41249071 -0.27672087 -0.16967902 -0.17717389 -0.29044435
  0.15772586  2.09171169 -1.93523486 -0.4933671   0.84884601  0.11795532
 -1.09602169  1.15266791 -0.19886943 -2.03769369 -2.43180804  0.01714337
  1.60443513  0.12686931  0.04431701 -0.78608073 -0.6324066  -2.40730673
 -1.72717689  0.17370742  1.38573932  0.67716212 -0.27511405  0.14132155
 -0.36576651  1.5995812   0.55961328 -0.05633219 -1.33465662  1.32692514
 -0.23186357 -0.69346765  0.17196045 -0.55467008 -0.69986058  0.3117197
  0.70078168  0.25936393 -0.67542932  1.36904724  0.58312435  1.66710157
  0.38505797 -1.05817868 -0.54801913 -0.5727144   0.32588161 -1.03199697
 -1.44747835 -0.54032966 -1.17540303  1.53799941]",149.0,8.0,9.0,9.0,4.58,3.3,0.0,1.1,3.1,0.0,1.73,103.0,13.0,0.7,0.6,44.0,0.649,1.5,127.0,0.765,220.0,0.5,1.3,fig,0.3073333333
soy flour defatted,"[ 0.93928788 -0.42492926 -2.5327088  -1.04489422 -0.14857988 -0.59500876
  0.04994159  0.19046787 -1.24298256  1.15146644 -1.69236045  0.24340575
 -0.97255441 -0.49931393  1.78080925  0.43822918 -0.01387474 -0.08615565
 -0.87199588 -1.42594089  1.67395021  0.79483074  0.53202931  0.34537426
  0.03976941 -0.32687014  0.91192499  2.13187207  1.61510737 -1.03846317
 -0.58316199  1.09556296  0.83604379 -0.43075123  1.67628965 -0.51067095
 -0.55547031  1.20970591 -1.32670537 -1.42909659  0.83499337 -0.00919659
  1.27747814  2.90171744  0.82876534 -0.98001395  0.82664228  0.67974649
 -0.56341109 -1.15685423  1.28786266 -2.96820509  0.70770822 -0.96551298
  0.40296921 -1.43751176 -1.42515949  0.16244576 -0.44186604 -0.08486175
  1.62013922 -1.37261324  0.68174066  0.49453455 -1.08410338  2.67301042
  1.67333122 -1.28580576 -2.74059599  0.52184672  0.30999376 -1.81518859
  0.94288293 -1.73902041  1.20056866  2.10255513 -0.60814949  0.28169226
 -0.76758419  1.69269998  0.74811475  0.78863962  0.43800902 -1.28670934
  0.09400924  1.55106851 -1.08691575 -0.46078358  0.56618952  1.11953853
  1.10364284  0.02259502 -3.5746675  -0.1325934  -2.08146971 -1.98615606
 -0.26180204 -1.06666087  1.27207556 -1.2118443 ]",351.0,48.41,5.0600000000000005,34.5,16.73,16.75,2.0,0.812,0.0,0.0,0.335,305.0,2.781,0.2665,0.893,263.0,2.8325000000000005,8.719999999999999,287.5,3.084,674.5,30.3,3.28,sorghum flour,1.33
soy flour full fat,"[ 1.20547321 -0.67805608 -0.47680286 -1.11638613 -0.86695132 -1.70845529
 -0.47031359 -0.16163232 -0.41745295 -0.32419086 -1.07424198  0.17997837
 -1.54250681 -2.44447137  1.98558004  0.104137    0.37059348  0.39501339
 -0.3725184  -0.12129157  0.52551024  1.74970078  0.46123415  0.57525766
  0.01375785 -1.21961854  0.1646663   1.48646212  0.49200908 -0.28302294
 -0.43401948  0.55839629 -0.22969908 -0.28197712  2.29081905  0.61158909
 -0.48725501  2.0498751  -1.03895822 -0.30282345  1.14315599 -0.21307382
  1.21862788  1.58596199 -0.34453855 -1.25802037  0.96853303  2.25714663
 -0.74320623 -0.79880265  1.13407196 -1.79450152  2.19830604 -0.91830194
  0.53056291 -1.36734488 -0.66128074  0.06415418  0.05617359  0.38848954
  2.23154357 -1.36841732  1.12914772  1.00828868 -0.76198441  1.98780459
  0.55026643 -1.17196876 -2.32678473 -0.35788751  0.62408912  0.33121598
  1.69897497 -0.78675608  1.23743141  1.14693111  0.36688031  0.70339529
 -0.45464472  0.98287849  0.50891384 -0.04715508  0.91902056 -1.26787713
  0.59632447  1.48996896 -0.34987269 -1.37101986  1.34356266  0.50762874
  1.74739662 -0.05353692 -1.99960037 -0.59957841 -1.21096885 -0.87753178
  0.99450206  0.34762993  1.07644442 -1.75020496]",437.5,36.307500000000005,21.255,32.7925,3.7775,7.225,6.0,0.406,0.0,0.0,0.9825,286.0,3.803,1.0505,0.4964999999999999,197.0,2.5705,6.095000000000001,399.0,2.176,485.0,7.5,3.75,sorghum flour,1.33
soy flour low fat,"[ 9.31575060e-01 -1.91724230e+00 -2.11230054e+00 -7.10088525e-01
 -9.80675891e-01 -7.91387260e-02 -1.93352550e-01 -4.11429846e-01
 -1.94273271e-01  1.47752052e+00 -1.15180350e+00  9.54314888e-01
 -8.81318107e-01 -7.20466211e-01  2.11529334e+00  1.20423675e-01
 -2.71897614e-01  3.44080731e-01 -2.10603305e+00 -1.28100186e+00
  9.81579624e-01  1.93955888e+00  4.60372195e-01 -4.93015274e-01
 -3.58370245e-01 -1.82635367e-01 -8.53937291e-01  2.21827075e+00
  1.50616919e+00 -3.79945934e-01 -1.16997240e+00  3.45175676e-02
  1.14784181e-01 -6.46790802e-01  1.96979704e+00 -3.79246220e-01
 -6.30159173e-01  2.99008623e-01 -1.68635157e+00 -4.26868528e-01
  1.15148902e+00  5.95721185e-01  1.08604354e+00  5.21606028e-01
 -1.66438405e+00 -2.58237123e-03  1.18436188e-01  2.53599152e+00
 -1.19878137e+00 -3.15110511e-01  9.72103924e-01 -1.49347556e+00
  2.08415826e+00 -5.48039397e-01  1.03659137e+00 -1.54393958e+00
 -1.35256553e+00  4.71765608e-01 -1.47054233e-01  3.61106783e-01
  6.78130478e-01 -1.85747051e+00 -3.16893160e-01  1.23063493e+00
 -1.49276618e+00  1.75858578e+00  3.42231605e-01 -2.57997954e+00
 -3.52325559e+00 -3.29788864e-01  1.30881477e-01  4.43916380e-01
  8.77300799e-01 -2.64500997e+00  2.18204960e+00  3.46774668e-01
 -6.98661536e-01 -1.58045517e-01 -5.38099259e-01  1.27059756e+00
 -3.25907994e-01 -1.62509412e-01  1.95232901e+00 -1.02067682e+00
 -6.92603171e-01  1.75210463e+00  1.25407189e+00 -1.32222773e+00
  2.11945772e-02  1.46767083e+00 -5.99321425e-02 -1.53282222e+00
 -1.34418321e+00 -7.86714852e-01 -1.83875141e+00 -1.76247472e+00
 -3.01298149e-01 -2.03890810e+00 -1.36379281e+00 -9.14457994e-01]",372.0,48.22,7.800000000000001,34.254999999999995,15.165,13.1,2.0,0.786,0.0,0.0,0.37,349.5,2.555,0.2825,0.734,236.5,3.34,7.095,257.0,3.115,634.0,34.1,2.64,soy milk,0.854880238
soy meal defatted,"[-0.53814244 -0.24602975 -1.49341789 -0.24830532 -0.56547507  0.33579494
 -0.5633943  -0.01546592 -1.99705481  1.16881009 -1.52496332 -0.1891121
 -0.90336952 -0.23646065  1.4813523   0.02273134  0.17298283  0.42567369
 -1.0525588  -0.71290765  1.75705498  0.21155748  0.94508443 -0.04510008
 -0.40075122 -0.08832309 -0.17861924  1.38373841  0.8681537  -1.59824476
  0.67305213  0.95383082  0.11830355 -1.09813458  0.04465021 -0.53892939
 -0.39751995  0.26530032 -0.9459083  -0.22969669  0.40497085 -1.25320401
  0.22819746  1.27958832  0.80138384 -0.76378718 -0.72630083  0.28985429
  0.18122751 -1.47060887  0.55822309 -2.26441057 -0.12748881 -0.00932711
 -0.71290349 -0.77261104 -2.08945087 -0.81427517 -0.43759     0.30739278
  0.7126893  -0.07904972  1.46287983  1.17989622 -0.5964123   1.40059463
  1.41557264  0.72830624 -2.06165426 -0.49351526 -0.05610804 -1.23472202
  0.4539415   0.50549787  0.91503046  1.96458482 -0.38509477  0.74569507
 -1.13213372 -0.61261964  0.10904754  0.37223635 -0.39479564 -0.75145673
 -0.68144896  0.64041282 -0.06214132  0.60072468  0.92312856  1.00163728
  0.55677487 -0.27504034 -1.16519428  0.83410422 -1.34096179 -1.31279746
 -0.91020921 -0.47596024  1.85985973 -0.40901068]",338.0,47.075,2.39,38.015,0.0,0.0,2.0,0.569,0.0,0.0,0.0,303.0,2.587,0.251,0.691,244.0,2.0,13.7,306.0,3.8,701.0,3.3,5.06,soy meal,0.62
soy protein concentrate produced by acid wash,"[ 0.08382285  0.02455735 -0.16293263 -0.18681986 -0.29707341 -0.49684374
 -0.84115946  0.40077738 -0.3046697   0.57389767 -1.25750639  0.34309264
 -0.31128111 -1.20321237  1.47907288  0.87336759  1.24919636  0.69630641
 -0.17405943 -0.95806177  0.27314945 -0.19708279  0.01727558  0.89831513
 -0.73992975 -0.39906811 -0.26884522  1.23876256  1.05286932 -0.10678853
 -0.31965464 -0.00759199  0.49574861  0.43667529 -0.19686283 -1.16634127
 -0.461286   -0.8947942   0.16753729  0.13316441  1.55838842 -0.90159913
  0.87446027  0.75639356  0.19377439 -0.07123939  0.24247308  0.26833224
  0.12347036  0.15695939  0.05626422 -1.09078356  0.22583118  0.83972076
  0.08099355 -0.40884651 -0.88717701  0.06728911  0.07541341  0.43438775
  0.81131302 -0.07527061  0.69817083 -0.00437401 -0.09645888 -0.33664551
  0.92028756  0.82698903 -1.21748297  0.20210221  0.51685364 -0.21097418
 -0.33404327 -0.32881727  1.51695323  1.20284895  0.48260259  0.69637929
 -0.36386438 -0.62718437 -0.14959482  0.41765336 -0.62100176 -0.19375799
 -0.29392937  0.39397006 -0.02496042 -0.31317713  0.48022161  1.52421085
  0.63829596 -0.01076076 -1.10455462  0.65219072  1.33682745 -0.30910405
  0.73656394  0.2600722   0.92738707 -0.52151101]",331.0,58.13,0.46,30.91,20.0,5.5,0.0,0.134,0.0,0.0,0.0,340.0,0.716,0.142,0.316,363.0,0.976,10.78,140.0,4.19,839.0,0.8,4.4,soy yogurt,1.36
soy sauce reduced sodium,"[-0.71715993 -0.72924721 -0.52678376 -1.48661929  2.40856504 -0.53560868
 -1.89920509 -1.2656341  -3.63867886  1.22304839 -2.44688907 -0.23260668
 -0.87508146 -1.36598037  1.48569822 -0.9914722   0.4121455   0.1219382
 -0.56303979 -1.65844329 -0.32649015  3.07669605 -0.38158762  0.07527944
 -1.56143418 -0.59986504  1.38812131  0.28104682  1.51323368 -1.49500986
 -1.41761379 -1.46187443 -0.92779441 -0.54979376  0.78687071  0.57801792
  0.2257805   0.70591442 -0.42931084  1.38812247  1.52603346 -2.13705356
 -0.83664395  0.1040965  -1.2649723   0.21838379  0.72125307  2.09811421
  1.04376814 -0.5961714   0.75543977 -0.4973669   2.64550423 -1.20555824
  0.08483756 -1.519088   -0.48680283 -0.12348311  0.73144969  1.61717547
 -0.11591446  0.12474027  2.76251918 -0.12421586  1.33296883  1.50145575
  1.14077838 -0.83790725 -2.09580014 -1.86338249  1.24549937 -1.13606489
  0.4703769  -0.02813177  1.8721808   1.55853561  0.12106875  0.47659217
 -1.27969878 -1.19766678 -0.27724418  1.50746045  1.65927783  1.94037638
 -0.61321337  0.68018794 -1.23487069 -1.27894524  0.55254047 -2.06567707
 -0.11339905 -0.84572299  0.33594845 -0.47720787 -0.99750314 -1.91153275
 -1.27165266  0.60747558  0.21505055 -2.71594813]",90.0,8.19,0.31,14.44,5.63,0.3,0.0,0.037,0.0,0.0,0.0,0.0,0.453,0.043,0.03,11.0,0.049,0.43,34.0,0.151,89.0,0.0,0.25,ketchup,1.464
soy sauce made from soy and wheat shoyu low sodium,"[-0.7171844  -0.6591115  -0.17863452 -0.99157772  0.56914797  0.47321528
  0.05753034 -0.96353965 -1.98043578  1.60805289 -0.94348395  0.29692882
 -0.48851961 -0.45758626  0.46375587  0.16976248 -0.20077658  0.04557541
 -1.22906434 -0.79996721  0.74012987  0.82045189  0.76517161 -1.04233389
 -0.54677295  0.86974809 -0.24259084  0.839142    1.40416204 -0.56674733
 -0.97634693 -0.11044877  0.97220138 -0.53962595  0.29681854 -0.2055139
 -0.90147415 -0.27122575 -0.5114001   0.17841151  0.95201937 -1.20993651
 -0.19168971  0.0221819  -0.8040975   0.1035605  -0.18980703  0.30409654
 -0.38505249  0.26234882  0.535265   -1.33592792  0.45419967 -0.3318059
  0.21016647 -0.74709075 -0.76446204  0.33940165  0.55901047  1.15768173
  0.2971524  -0.37244033  0.86377517 -0.08393601  0.25178409  0.40843242
  1.08234369 -0.75598865 -1.76432747 -0.34850215  0.30746251  0.41315879
 -0.04517654 -1.32341401  1.53581426  1.05192913 -0.77351436 -0.2413394
 -1.37518959 -0.00241474 -0.48343574 -0.04963115  0.6186454  -0.2083898
 -1.02149711  0.6444904   0.80078357 -0.00941549 -0.27627066  0.77283486
 -0.1084734  -0.4870865  -0.4037871   0.77313511 -0.50170237 -0.9120851
 -0.14763191 -0.37692762  0.06051217 -0.49833043]",57.0,9.05,0.3,5.59,0.5,0.7,0.0,0.16,0.0,0.0,0.41,44.0,1.14,0.24,0.04,30.0,0.049,1.35,69.0,1.008,166.0,0.5,0.79,soy yogurt,1.36
soybean curd cheese,"[ 2.85658146e-01  8.59907715e-01  3.96061115e-01 -1.15803989e-01
 -1.08901438e+00  6.77687758e-01  1.33018174e+00 -7.06158231e-01
 -4.23450838e-01 -6.59043081e-02  8.84432105e-01 -2.37191965e-03
  6.06771145e-01 -6.80476919e-01 -4.31963873e-01  8.97490559e-01
  7.04049715e-01 -1.17245676e+00 -8.09946631e-01 -1.53392609e+00
 -4.86188076e-01  1.13454757e+00 -9.53561829e-01 -1.34842174e+00
  8.06366804e-01 -7.89082249e-02  5.96686379e-01 -2.07039828e-01
  6.15231760e-01 -5.28140382e-01  1.68733421e+00  5.85538208e-01
 -8.25791505e-01 -2.93748652e-01 -8.08182160e-01  5.56569586e-01
 -9.12473187e-01  9.95681609e-01  1.98701473e+00 -8.25645018e-01
  4.68822382e-03 -5.61036636e-01 -3.15952674e-01 -2.74209743e-01
 -1.80976235e+00  3.86855950e-02  1.18251819e+00  1.29888946e+00
  1.96113671e+00  1.56221297e+00  6.23858154e-01  3.56119220e-01
  6.97042954e-01 -7.37295908e-01 -4.63392932e-01  8.54174788e-01
  4.79993790e-01 -1.58081921e+00 -1.36647124e+00  4.21525091e-01
  9.28923927e-01 -4.24365940e-01  1.06780222e-01  1.56757817e-01
 -5.40997955e-01 -5.66457041e-01 -9.20896474e-01 -2.95535881e+00
  1.32615567e+00 -2.17406794e-01  5.65708329e-01 -4.40891040e-01
  5.39422872e-01  8.19024718e-01  4.14290220e-01  2.88226135e-01
 -1.42143369e-02  5.89059322e-01  3.89984377e-01 -1.12078071e+00
  2.19427923e-01  5.61290506e-01  3.31019267e-01  8.66467410e-01
  6.90035102e-01  4.75656703e-01 -1.54048240e+00 -1.36230996e+00
 -1.97804667e+00  2.37874463e-01  1.28004401e+00  6.30837529e-01
  2.43599844e-01  2.01327513e-01 -2.33766821e+00 -5.21770368e-02
  3.39438880e-01 -3.72070998e-01  2.27114518e-01 -7.24508017e-01]",151.0,12.5,8.1,6.9,1.6,0.0,2.0,0.07,0.0,0.0,0.6,22.0,0.5,0.14,0.0,188.0,0.38,5.6,228.0,0.889,222.0,16.8,1.72,cheese,9.288191958
soybeans mature cooked,"[ 0.10616627 -0.29995083  1.25586841  0.09533888  1.46989383  0.45405013
 -1.24772048 -1.1443044  -0.34540491 -0.99375824  0.26857932  0.97863299
  0.57861465 -0.62809721  0.73747114  0.13654496 -0.33597957  0.36055882
  0.90403112  0.40103382 -0.01139787  2.67047802  0.67089465  0.36773034
  0.85727808  0.30520255  0.79394962  1.47647318 -0.20990497  0.56201283
  0.38754476 -0.42809795 -0.09940686  1.24627705  0.30281896  0.93761998
 -0.06603903  0.22690287 -0.09803339  0.54767471 -0.4497936  -1.04475387
 -0.99648655 -0.04571837  0.00947793 -0.38366082  0.12187143  0.32704913
  0.37416789 -0.25218461  0.02476046  0.46997137 -0.22416133 -0.71715796
 -0.11382462  2.2255939  -0.02622285  1.1275447   0.06996854  0.71073601
 -0.46082232 -0.57847587  0.66724021  0.09644585 -0.95626899 -1.042371
 -0.32622261  1.23968696  0.73317346 -1.60758006  0.39100668 -0.55841606
  0.42009948  0.19603801 -0.66961382  1.61869957  1.16355008 -0.10180988
 -0.06157325 -0.4018565  -0.04595477  1.31186561 -0.57886353  1.41073373
 -0.7434869  -0.6822281   0.96003868 -0.18788318  0.1344948   0.28969718
 -0.96635788 -0.72152325  0.76090041  0.98943227 -1.47929892  0.28863034
 -1.11523573  0.59361246 -0.53915983 -1.75456934]",173.0,16.64,8.97,9.93,3.0,6.0,0.0,0.234,0.0,1.7,0.35,54.0,0.399,0.285,0.155,102.0,0.407,5.14,86.0,0.824,245.0,7.3,1.15,mixed fish frozen,1.04
